_c0,appId,developer,developerId,developerWebsite,free,genre,genreId,inAppProductPrice,minInstalls,offersIAP,originalPrice,price,ratings,len screenshots,adSupported,containsAds,reviews,releasedDayYear,sale,score,summary,title,updated,histogram1,histogram2,histogram3,histogram4,histogram5,releasedDay,releasedYear,releasedMonth,dateUpdated,minprice,maxprice,ParseReleasedDayYear
820,oil.painting.color.by.number,Color by Number & Coloring book: Pixel Art Games,Color+by+Number+%26+Coloring+book:+Pixel+Art+Games,https://youbia.github.io/,1,Art & Design,ART_AND_DESIGN,$4.99 - $39.99 per item,100000,1,None,0.0,731,24,1,1,94,"Oct 12, 2020",0,4.13,oil painting has realistic look that other paint by number games,oil painting color by number,1612424353.0,86,41,48,48,495,12,2020,Oct,2021-02-04 07:39:13,$4.99,39.99,2020-10-12 00:00:00
821,com.brandpost,Brandly app,5039722338823665425,https://www.brandlyapp.in,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,0,14,1,1,0,"Oct 5, 2020",0,0.0,"Brandly: Creative business , greeting and promotion Image and video maker",Brandly® - Festival Post Maker,1666517820.0,0,0,0,0,0,5,2020,Oct,2022-10-23 09:37:00,None,0.0,2020-10-05 00:00:00
822,com.picsartphotostudio.logomaker.logo.designer.logomakerfree.logocreator.createlogo.logoplus,Pics Art Photo Studio,8010899701008868271,https://picartphotostudio.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,5,1,1,0,"Oct 7, 2020",0,0.0,Logo Maker app includes a huge collection of categorized Art(Stickers)& Graphic,"Logo Maker - Free Logo Maker,",1660126395.0,0,0,0,0,0,7,2020,Oct,2022-08-10 10:13:15,None,0.0,2020-10-07 00:00:00
823,com.rahman.firewall,AR_Developers,4770548366009356915,https://ardeveloperss.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,5,1,1,0,"Aug 5, 2020",0,0.0,Welcome to Mehndi Designs. You Will Get Amazing Designs,Mehndi Designs 2023,1637827617.0,0,0,0,0,0,5,2020,Aug,2021-11-25 08:06:57,None,0.0,2020-08-05 00:00:00
824,com.bawa.tattodesigns.newtattodesign.Tatto,Bawa,5902868227738981589,https://ikhani.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,44,8,1,1,2,"Oct 12, 2020",0,3.44,Before going to tattoo maker tattoo designer shop find tattoo idea for yourself,Tattoo Designs - Try Tattoo,1667226764.0,14,0,0,9,19,12,2020,Oct,2022-10-31 14:32:44,None,0.0,2020-10-12 00:00:00
825,com.simplemehndidesign.offlinemehndi.newmehndidesign,New Luxury Apps,New+Luxury+Apps,https://newmehndi1.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,9,1,1,0,"Sep 29, 2020",0,0.0,Traditional Mehndi Styles Bridal Henna Designs Pak Mehndi Designs for Hands,Simple Mehndi Design 2021 Offl,1601380977.0,0,0,0,0,0,29,2020,Sep,2020-09-29 12:02:57,None,0.0,2020-09-29 00:00:00
826,com.motisariya.fancyfontsstyle,Motisariya Infotech,Motisariya+Infotech,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,1,1,0,"Oct 13, 2020",0,0.0,- Cool Fonts 🅐🅑 𝖆𝖇 𝓐𝓑 +...,Fancy-Fonts-Styles-Generator -,1602579216.0,0,0,0,0,0,13,2020,Oct,2020-10-13 08:53:36,None,0.0,2020-10-13 00:00:00
827,com.freephotoeditordng.freephotoeditor,DNG Apps,DNG+Apps,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,27,5,1,1,1,"Oct 6, 2020",0,3.33,Welcome to The best free photo editor 2021.,Free Photo Editor - best photo,1623910399.0,4,4,4,4,9,6,2020,Oct,2021-06-17 06:13:19,None,0.0,2020-10-06 00:00:00
828,tatoo.tattoo.design,Cleve® Apps,7500177893190465584,https://a6ca82b28.app-ads-txt.com/,1,Art & Design,ART_AND_DESIGN,$2.99 - $14.99 per item,100000,1,None,0.0,211,8,1,1,15,"Oct 11, 2020",0,3.76,"Unique tattoo creator and tattoo editor, create your own masterpiece!",Tattoo on Photo Editor & Maker,1667224824.0,46,15,7,15,126,11,2020,Oct,2022-10-31 14:00:24,$2.99,14.99,2020-10-11 00:00:00
829,com.newandromo.dev850277.app957099,Ayoub bouazza,Ayoub+bouazza,https://www.alwanbyti.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,6,1,1,0,"Oct 13, 2020",0,0.0,يوجد داخل هذا الكتالوج احسن الالوان,كتالوج غني بصباغة عالية الجودة,1602626274.0,0,0,0,0,0,13,2020,Oct,2020-10-13 21:57:54,None,0.0,2020-10-13 00:00:00
830,com.mishree.navratri.wish.card.creator,Mishree App,Mishree+App,https://mishreeapp.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,9,1,1,0,"Oct 13, 2020",0,0.0,Create a wish card of navratri with your photo.,Navratri photo frame,1663592956.0,0,0,0,0,0,13,2020,Oct,2022-09-19 13:09:16,None,0.0,2020-10-13 00:00:00
831,simpleandlatestmehndi.app,Saaz Tech,Saaz+Tech,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,10,1,1,0,"Aug 3, 2020",0,0.0,Simple and latest mehndi designs contains the beatiful and new mehndi designs.,Simple and latest Mehndi Desig,1600259753.0,0,0,0,0,0,3,2020,Aug,2020-09-16 12:35:53,None,0.0,2020-08-03 00:00:00
832,com.tokish.zen,apps.games.kg-developers,apps.games.kg-developers,None,1,Art & Design,ART_AND_DESIGN,None,5,0,None,0.0,0,6,1,1,0,"Oct 28, 2020",0,0.0,Zen art that will not leave anyone indifferent. Free app,Zen tunes to let go of all pro,1603872596.0,0,0,0,0,0,28,2020,Oct,2020-10-28 08:09:56,None,0.0,2020-10-28 00:00:00
833,com.stickerstore.paid178,3d WAStickerApps animated moving stickers,4805680829979656031,None,0,Art & Design,ART_AND_DESIGN,None,10,0,None,1.49,0,10,0,0,0,"Nov 6, 2020",0,0.0,moving stickers for whatsapp - ice cute baby stickers,moving stickers for whatsapp -,1604661661.0,0,0,0,0,0,6,2020,Nov,2020-11-06 11:21:01,None,0.0,2020-11-06 00:00:00
834,com.salamdev.redrosehd,Salam Devs,Salam+Devs,https://udantastri.blogspot.com/ads.txt,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,3,1,1,0,"Oct 13, 2020",0,0.0,Rose Wallpaper HD Flower Background Application,Rose Wallpaper HD Flower Backg,1602636139.0,0,0,0,0,0,13,2020,Oct,2020-10-14 00:42:19,None,0.0,2020-10-13 00:00:00
835,com.netysta.antistress_toys,Netysta,Netysta,None,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,176,24,1,1,4,"Nov 24, 2020",0,3.22,Antistress toy. How to do DIY antistress at home by steps,DIY antistress toys step by st,1612877029.0,78,0,0,0,97,24,2020,Nov,2021-02-09 13:23:49,None,0.0,2020-11-24 00:00:00
836,com.ramadhan.kaligrafi.islam.wallpaper.hd,Madiwan Apps,Madiwan+Apps,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,6,1,1,0,"Apr 15, 2020",0,0.0,Ramadhan HD 2020 Calligraphy Wallapaper provides HD Islamic calligraphy images,Wallpaper Kaligrafi Ramadhan H,1587006118.0,0,0,0,0,0,15,2020,Apr,2020-04-16 03:01:58,None,0.0,2020-04-15 00:00:00
837,com.newandromo.dev618089.app810865,hicham chakir,hicham+chakir,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,1,1,0,"Jul 4, 2020",0,0.0,"Come on, bird lovers, discover the rarest and most beautiful types of pigeons in the world without a dispute with us",يا عشاق الطيور اكتشفوا اندر و,1593863534.0,0,0,0,0,0,4,2020,Jul,2020-07-04 11:52:14,None,0.0,2020-07-04 00:00:00
838,com.kamal.esportlogomaker,EDUCATIONPOOL,EDUCATIONPOOL,None,1,Art & Design,ART_AND_DESIGN,None,1000000,0,None,0.0,23314,21,1,1,215,"Dec 14, 2020",0,4.43,Make create Generate Esport Professional logo with in seconds,Esports Gaming Logo Maker,1665851655.0,1112,644,1581,3221,16518,14,2020,Dec,2022-10-15 16:34:15,None,0.0,2020-12-14 00:00:00
839,animated.cats.wastickerapps,GamesOfficialGuide,GamesOfficialGuide,https://gamesofficialguide.com/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Dec 14, 2020",0,0.0,WAStickerApps Cat - Animated Stickers for WhatsApp,WAStickerApps Cat Stickers For,1607982780.0,0,0,0,0,0,14,2020,Dec,2020-12-14 21:53:00,None,0.0,2020-12-14 00:00:00
840,com.yourname.pub.camera,Limbart Soft Solution,Limbart+Soft+Solution,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,6,0,0,0,"Dec 4, 2020",0,0.0,"create awesome,amazing and beautiful love text with focus n filter",Your Name Art : Mirror Name,1665394747.0,0,0,0,0,0,4,2020,Dec,2022-10-10 09:39:07,None,0.0,2020-12-04 00:00:00
841,com.diatomicsoft.quotescreator,App 71,App+71,https://bd69d0f38.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,220,8,1,1,7,"Dec 10, 2020",0,4.64,Quotes Creator allows to create quote like as quote maker and editor tool.,Quotes Creator - a powerful qu,1650249630.0,15,0,0,15,188,10,2020,Dec,2022-04-18 02:40:30,None,0.0,2020-12-10 00:00:00
842,com.montos.OneSunday,Montos Studios,5222998742118077204,http://www.yuliyalanina.com/,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,5,0,0,0,"Dec 13, 2020",0,0.0,"\"\"\"One Sunday  Afternoon\"\" invites the viewer to enter a fantastic n bizarre world.\"",One Sunday Afternoon (VR) by Y,1607868865.0,0,0,0,0,0,13,2020,Dec,2020-12-13 14:14:25,None,0.0,2020-12-13 00:00:00
843,com.besttool.wallpaperfork30s.xiaomik30s.wallpaperredmik30s,Android Tool Apps,Android+Tool+Apps,https://k30sredmi.blogspot.com/,1,Personalization,PERSONALIZATION,None,100,0,None,0.0,0,15,1,1,0,"Dec 10, 2020",0,0.0,Best wallpaper design in ultra HD for the users of Xiaomi K30S Redmi.,Free HD Wallpaper for Xiaomi K,1608120536.0,0,0,0,0,0,10,2020,Dec,2020-12-16 12:08:56,None,0.0,2020-12-10 00:00:00
844,io.kodular.grdo_systems.Creador_de_tarjetas_fantasticas,Grdo.Systems,Grdo.Systems,http://www.programasdecomputo.com,1,Art & Design,ART_AND_DESIGN,$0.99 - $4.99 per item,500,1,None,0.0,0,7,1,1,0,"Dec 17, 2020",0,0.0,Create wonderful cards in a few seconds by adding drawings and photos,Creador de tarjetas fantastica,1610425010.0,0,0,0,0,0,17,2020,Dec,2021-01-12 04:16:50,$0.99,4.99,2020-12-17 00:00:00
845,eu.samoreira.modelismo,Sérgio Moreira,4960581058477109499,https://littledragonblue-modelismo.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,24,1,1,0,"Oct 25, 2020",0,0.0,Military Modeling - Personal Collection,Military Modeling,1664099452.0,0,0,0,0,0,25,2020,Oct,2022-09-25 09:50:52,None,0.0,2020-10-25 00:00:00
846,com.besttool.wallpaperfor10tlite.xiaomi10t5g.wallpaperredmi10tlitefree,Android Tool Apps,Android+Tool+Apps,https://redmi10tlite1.blogspot.com/,1,Personalization,PERSONALIZATION,None,50,0,None,0.0,0,21,1,1,0,"Dec 16, 2020",0,0.0,You are at the right place if you are looking for astonishing wallpapers.,Xiaomi 10T lite HD wallpapers,1608382797.0,0,0,0,0,0,16,2020,Dec,2020-12-19 12:59:57,None,0.0,2020-12-16 00:00:00
847,com.besttool.wallpaperfornote9pro.xiaominote9pro.wallpapernote9proredmi,Android Tool Apps,Android+Tool+Apps,https://minote9pro1.blogspot.com/,1,Personalization,PERSONALIZATION,None,100,0,None,0.0,0,18,1,1,0,"Dec 22, 2020",0,0.0,This application contains an amalgamation of amazing HD wallpapers.,Free wallpaper design for Xiao,1608633080.0,0,0,0,0,0,22,2020,Dec,2020-12-22 10:31:20,None,0.0,2020-12-22 00:00:00
848,com.arcuilo.pixelart.pro,Arcuilo,6754192674643156045,https://arcuilo.com/pixart/,0,Art & Design,ART_AND_DESIGN,None,10,0,None,2.49,0,15,0,0,0,"Dec 27, 2020",0,0.0,An ad-free version of the standard Pixel art and texture editor.,Pixel art and texture editor (,1626195195.0,0,0,0,0,0,27,2020,Dec,2021-07-13 16:53:15,None,0.0,2020-12-27 00:00:00
849,com.besttool.wallpaperfornote9redmi.xiaominote9.wallpaper,Android Tool Apps,Android+Tool+Apps,https://redmenote9.blogspot.com/,1,Personalization,PERSONALIZATION,None,100,0,None,0.0,0,18,1,1,0,"Dec 23, 2020",0,0.0,You are at the right place if you are looking for catching wallpapers.,Cool HD wallpapers for Xiaomi,1608723692.0,0,0,0,0,0,23,2020,Dec,2020-12-23 11:41:32,None,0.0,2020-12-23 00:00:00
850,com.educationpool.Lappstorminc.logomaker,EDUCATIONPOOL,EDUCATIONPOOL,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,11,1,1,0,"Oct 8, 2020",0,0.0,its about 3D LOGO DESIGN,Logo Maker - Graphic Design &,1602189401.0,0,0,0,0,0,8,2020,Oct,2020-10-08 20:36:41,None,0.0,2020-10-08 00:00:00
851,com.musdaniadev.SuperHeroGirls,MUSDANIADEV,6697574431703986614,https://y5fb4ed61.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,8,1,1,0,"Oct 11, 2020",0,0.0,NEW WALLPAPERS,Super Héroïnes Girls Screensho,1608625986.0,0,0,0,0,0,11,2020,Oct,2020-12-22 08:33:06,None,0.0,2020-10-11 00:00:00
852,uk.co.eventmobile.fortecloth.twa,Awen Media,6930884932760413613,https://www.fortecloth.com/,1,Art & Design,ART_AND_DESIGN,None,1,0,None,0.0,0,2,0,0,0,"Sep 4, 2020",0,0.0,Forte Cloth Designs,Forte Cloth International - De,1599208627.0,0,0,0,0,0,4,2020,Sep,2020-09-04 08:37:07,None,0.0,2020-09-04 00:00:00
853,com.newcutieapp.NCAblacknkpolpaper,NewCutie App,NewCutie+App,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,3,1,1,0,"Jun 23, 2020",0,0.0,Black Pink Kpop Girly Live Wallpaper Cute Kawaii,Black Pink Kpop Girly Live Wal,1592899871.0,0,0,0,0,0,23,2020,Jun,2020-06-23 08:11:11,None,0.0,2020-06-23 00:00:00
854,com.zodiacdrawing.coloringbooks,ArtartDev,ArtartDev,https://artartstudio.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"Oct 20, 2020",0,0.0,FInd so many horoscopes drawing and coloring book here !,Zodiac Drawing & Coloring Book,1638845983.0,0,0,0,0,0,20,2020,Oct,2021-12-07 02:59:43,None,0.0,2020-10-20 00:00:00
855,com.crewmans.waterblueicon,2crewmans,2crewmans,None,1,Art & Design,ART_AND_DESIGN,None,1,0,None,0.0,0,2,0,0,0,"Jan 7, 2020",0,0.0,simple wallpaper icon,Simple Wallpaper Icon Blue Wat,1578417288.0,0,0,0,0,0,7,2020,Jan,2020-01-07 17:14:48,None,0.0,2020-01-07 00:00:00
856,mymehndiapp.com,Saaz Tech,Saaz+Tech,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,10,1,1,0,"Aug 2, 2020",0,0.0,Latest Pakistani mehndi 2020 have new collection of Pakistani mehndi designs.,Latest Pakistani mehndi design,1600259546.0,0,0,0,0,0,2,2020,Aug,2020-09-16 12:32:26,None,0.0,2020-08-02 00:00:00
857,com.stickerstore.paid14,3d WAStickerApps animated moving stickers,4805680829979656031,None,0,Art & Design,ART_AND_DESIGN,None,5,0,None,1.49,0,10,0,0,0,"Nov 1, 2020",0,0.0,animated stickers for whatsapp - unicorn girl stickers,animated stickers for whatsapp,1604283654.0,0,0,0,0,0,1,2020,Nov,2020-11-02 02:20:54,None,0.0,2020-11-01 00:00:00
858,com.stickerstore.paid4,3d WAStickerApps animated moving stickers,4805680829979656031,None,0,Art & Design,ART_AND_DESIGN,None,5,0,None,1.49,0,10,0,0,0,"Nov 2, 2020",0,0.0,animated stickers for whatsapp - chubby girl stickers,animated stickers for whatsapp,1604319747.0,0,0,0,0,0,2,2020,Nov,2020-11-02 12:22:27,None,0.0,2020-11-02 00:00:00
859,phone.vishnu.sketchit,Vishnu Sanal T,5733306165707047154,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,3,0,0,0,"Oct 21, 2020",0,0.0,A Simple & Minimal Drawing App - Sketch,Sketch – A Simple & Minimal Dr,1625562680.0,0,0,0,0,0,21,2020,Oct,2021-07-06 09:11:20,None,0.0,2020-10-21 00:00:00
860,com.hussini.ashora,Apps GG,Apps+GG,https://hhassanapp.blogspot.com/app-ads.txt,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,429,3,1,1,4,"Oct 11, 2020",0,5.0,Karbala and Hussaini backgrounds,Ashura,1610592779.0,0,0,0,0,429,11,2020,Oct,2021-01-14 02:52:59,None,0.0,2020-10-11 00:00:00
861,postermakerart.flyerdesign.flyermaker.postermakerart,Black Art Tech Solutions,8009200430222730376,https://f60de654b.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,21,1,1,0,"Nov 8, 2020",0,0.0,"Want to create promotional posters , If yes then this is the app for you.","Flyers, Posters, Banner, Graph",1604829553.0,0,0,0,0,0,8,2020,Nov,2020-11-08 09:59:13,None,0.0,2020-11-08 00:00:00
862,com.sit.rangoli,mobile love,mobile+love,None,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,7,1,1,0,"Nov 8, 2020",0,0.0,This app Contains various kinds of creativity Rangoli Design Ideas and make it,Latest Rangoli Collection,1608210603.0,0,0,0,0,0,8,2020,Nov,2020-12-17 13:10:03,None,0.0,2020-11-08 00:00:00
863,com.urdu.raftar,NFB Games,NFB+Games,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,24,0,0,0,"Nov 9, 2020",0,0.0,This is an amazing urdu poetry ghazals book written by the poet Ahmad Raza Raja,raftar_ahmad_raza_raja_urdu_po,1604930279.0,0,0,0,0,0,9,2020,Nov,2020-11-09 13:57:59,None,0.0,2020-11-09 00:00:00
864,com.FatStudio.howtodrawweaponsnew,FatStudio,FatStudio,http://fatstudio.club,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,112,24,1,1,2,"Nov 11, 2020",0,4.33,"How to draw weapons easy with instructions, weapons drawing step by step!",How to draw weapons step by st,1629052590.0,18,0,0,0,93,11,2020,Nov,2021-08-15 18:36:30,None,0.0,2020-11-11 00:00:00
865,com.GamingLogoCreator.EsportTeam,Markethq ltd,Markethq+ltd,https://markethqltd.com/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,434,12,1,1,4,"Nov 11, 2020",0,4.45,Find countless gaming logo design ideas & create logos for Esport team squads.,Gaming Logo Design Creator for,1607009935.0,39,0,39,0,355,11,2020,Nov,2020-12-03 15:38:55,None,0.0,2020-11-11 00:00:00
866,com.huda.wallpaper_sasuke_2021,Navisha App,5673223097784726589,https://www.navishaapp.eu.org/,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,338,9,1,1,8,"Nov 11, 2020",0,4.61,Sasuke Uchiha Wall,Wallpaper Sasuke 4K HD Pro,1664633420.0,29,0,0,14,293,11,2020,Nov,2022-10-01 14:10:20,None,0.0,2020-11-11 00:00:00
867,com.remohome.a3dlogomaker,Innovation Square,Innovation+Square,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,5,1,1,0,"Nov 12, 2020",0,0.0,"Logo Maker Free - 3D Logo Creator, Logo Design Art","Logo Maker - Logo Creator, Gen",1605188288.0,0,0,0,0,0,12,2020,Nov,2020-11-12 13:38:08,None,0.0,2020-11-12 00:00:00
868,com.jayadev.redpinkrose,JayaDev,JayaDev,https://jayadev77.blogspot.com/ads.txt,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,2,1,1,0,"Oct 14, 2020",0,0.0,Red Pink Rose Wallpaper HD Flower Background Application,Red Pink Rose Wallpaper HD Flo,1606476884.0,0,0,0,0,0,14,2020,Oct,2020-11-27 11:34:44,None,0.0,2020-10-14 00:00:00
869,com.prognostic.postermakernew,Insta App Solution,Insta+App+Solution,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Dec 25, 2020",0,0.0,Huge Collection Stunning Poster Maker Templates,Poster Maker - Templates,1664507672.0,0,0,0,0,0,25,2020,Dec,2022-09-30 03:14:32,None,0.0,2020-12-25 00:00:00
870,com.maxeomsoft.adver,Lectus,Lectus,https://adver.maxeomsoft.com/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Apr 10, 2021",0,0.0,Adver helps businesses to design posters with your business detail for branding.,"Adver - Festival, Quote & Busi",1648701326.0,0,0,0,0,0,10,2021,Apr,2022-03-31 04:35:26,None,0.0,2021-04-10 00:00:00
871,com.mjcwrks.mehndidesigns,MJ Creative Works,MJ+Creative+Works,http://mjcreativeworks.in,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,8,1,1,0,"Dec 26, 2020",0,0.0,Mehandi Designs 2021 is a Free Offline Mehandi app for all beautiful Ladies.,"Mehandi Designs 2021 | Latest,",1619832032.0,0,0,0,0,0,26,2020,Dec,2021-05-01 01:20:32,None,0.0,2020-12-26 00:00:00
872,com.DemonSlayer.hdwallpaper,namakdev,namakdev,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,4,1,1,0,"Jan 5, 2021",0,0.0,sorted by categories of Demon Slayer and Demons of your favorite Anime,Kimetsu of Wallpaper-New Anime,1609845207.0,0,0,0,0,0,5,2021,Jan,2021-01-05 11:13:27,None,0.0,2021-01-05 00:00:00
873,com.fdr.photoedit,FDR Technologies,FDR+Technologies,https://www.fdrs.tech/,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,81,7,1,1,2,"Jan 7, 2021",0,4.29,Best Photo editing Application of 2021 is here. What are you waiting for!!!.,Photo Editor App - New Style 2,1610027586.0,11,0,0,11,57,7,2021,Jan,2021-01-07 13:53:06,None,0.0,2021-01-07 00:00:00
874,com.blackgame.photoeditor,black game,black+game,https://maniagame441.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,15,1,1,0,"Jan 9, 2021",0,0.0,is the best app to cartoon yourself and best filters effect  one tap.,Magic photo editing glitch and,1610201539.0,0,0,0,0,0,9,2021,Jan,2021-01-09 14:12:19,None,0.0,2021-01-09 00:00:00
875,romantic_love.stickers.wastickerapps,WastickersApps2020,WastickersApps2020,https://wastickersapps2020.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,5,1,1,0,"Dec 31, 2020",0,0.0,Application of Romantic Stickers for WhatsApp WAStickerApps,Romantic Stickers for WhatsApp,1609887792.0,0,0,0,0,0,31,2020,Dec,2021-01-05 23:03:12,None,0.0,2020-12-31 00:00:00
876,com.crespi.newlogomaker,Crespi Developer,6187651699447258342,http://crespi.berdetak.com/privacy_policy,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"Jan 11, 2021",0,0.0,Create and design impressive logos,Logo Maker 2021 - Pencipta Log,1610379299.0,0,0,0,0,0,11,2021,Jan,2021-01-11 15:34:59,None,0.0,2021-01-11 00:00:00
877,com.rtistiq.app,RtistiQ Pte Ltd,RtistiQ+Pte+Ltd,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,26,4,0,0,4,"Aug 31, 2020",0,2.57,"Buy Art and Sell Art online, Original paintings, Blockchain & NFC Authenticated",RtistiQ: Buy/Sell Original Art,1663478878.0,14,0,0,3,7,31,2020,Aug,2022-09-18 05:27:58,None,0.0,2020-08-31 00:00:00
878,com.binzdev.xmas.wallpaper,Binz Dev,Binz+Dev,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,18,1,1,0,"Dec 21, 2020",0,0.0,Best selection of Christmas wallpaper,Best Christmas HD Wallpaper 20,1608581014.0,0,0,0,0,0,21,2020,Dec,2020-12-21 20:03:34,None,0.0,2020-12-21 00:00:00
879,com.mohammeddevelopermd.bemag,Mohammed Samit,Mohammed+Samit,https://shitheki.com/,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,5,1,1,0,"Jan 1, 2021",0,0.0,Make beautiful pictures with photo collage app,image editor and collage maker,1609710252.0,0,0,0,0,0,1,2021,Jan,2021-01-03 21:44:12,None,0.0,2021-01-01 00:00:00
880,com.art.konkursy,GeoEdukacja,GeoEdukacja,https://artopencalls.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,1,1,0,"Dec 29, 2020",0,0.0,Information about art competitions in one place,Art konkursy-informacje o konk,1628454152.0,0,0,0,0,0,29,2020,Dec,2021-08-08 20:22:32,None,0.0,2020-12-29 00:00:00
881,com.mrstudios.colortransitionscreen,MR Studios,MR+Studios,https://w7e36b56.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,5,1,1,0,"Jan 14, 2021",0,0.0,Get creative with lots of gradient colors and calibration,Screen Flashlight - Gradient C,1612103970.0,0,0,0,0,0,14,2021,Jan,2021-01-31 14:39:30,None,0.0,2021-01-14 00:00:00
882,com.hindiwedding.videomaker,Sri Tech Solutions,5819542442712989331,https://hindi.invitations.link,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,2,1,1,0,"Jan 16, 2021",0,0.0,Marriage Invitation Cards and videos For Hindi People,Hindi Wedding Invitation Video,1610833307.0,0,0,0,0,0,16,2021,Jan,2021-01-16 21:41:47,None,0.0,2021-01-16 00:00:00
883,com.wPhotoEditProHowToEditPictures_12691833,Infinitiie,Infinitiie,https://app12691833.appsgeyser.com/,1,Art & Design,ART_AND_DESIGN,None,5,0,None,0.0,0,9,1,1,0,"Nov 23, 2020",0,0.0,"If you're wondering how to edit pictures with lots of features, here is the app.",Photo Editor 100: How To Edit,1606200157.0,0,0,0,0,0,23,2020,Nov,2020-11-24 06:42:37,None,0.0,2020-11-23 00:00:00
